"quad","year","species","count","cover"
"WD2",1923,"Solanum elaeagnifolium",4,"NA"
"WD2",1924,"Ambrosia artemisiifolia",3,"NA"
"WD2",1924,"Solanum elaeagnifolium",2,"NA"
"WD2",1924,"Sphaeralcea spp.",4,"NA"
"WD2",1927,"Ambrosia artemisiifolia",1,"NA"
"WD2",1927,"Sphaeralcea spp.",2,"NA"
"WD2",1927,"Unknown Forb",5,"NA"
"WD2",1928,"Ambrosia artemisiifolia",2,"NA"
"WD2",1928,"Annual grass","NA",0.02
"WD2",1928,"Sphaeralcea spp.",1,"NA"
"WD2",1928,"Unknown Forb",6,"NA"
"WD2",1929,"Aristida adscensionis","NA",0.03
"WD2",1929,"Bouteloua aristidoides","NA",0.03
"WD2",1929,"Sphaeralcea spp.",4,"NA"
"WD2",1931,"Bouteloua aristidoides","NA",0.08
"WD2",1931,"Evolvulus arizonicus",1,"NA"
"WD2",1931,"Sphaeralcea spp.",3,"NA"
"WD2",1932,"Annuals","NA",0.02
"WD2",1932,"Evolvulus arizonicus",1,"NA"
"WD2",1934,"Bouteloua aristidoides","NA",0.02
"WD2",1934,"Evolvulus arizonicus",1,"NA"
"WD2",1934,"Sida spinosa",2,"NA"
"WD25",1920,"Machaeranthera canescens",29,"NA"
"WD25",1922,"Ambrosia artemisiifolia",2,"NA"
"WD25",1922,"Aristida adscensionis","NA",0.01
"WD25",1922,"Bouteloua aristidoides","NA",0.01
"WD25",1922,"Evolvulus arizonicus",1,"NA"
"WD25",1922,"Machaeranthera canescens",3,"NA"
"WD25",1924,"Ambrosia artemisiifolia",2,"NA"
"WD25",1924,"Machaeranthera canescens",6,"NA"
"WD25",1927,"Ambrosia artemisiifolia",4,"NA"
"WD25",1927,"Isocoma tenuisecta",1,"NA"
"WD25",1927,"Machaeranthera canescens",27,"NA"
"WD25",1927,"Sphaeralcea spp.",2,"NA"
"WD25",1928,"Ambrosia artemisiifolia",5,"NA"
"WD25",1928,"Machaeranthera canescens",13,"NA"
"WD25",1928,"Sphaeralcea spp.",1,"NA"
"WD25",1929,"Aristida adscensionis","NA",0.01
"WD25",1929,"Bouteloua aristidoides","NA",0.01
"WD25",1929,"Machaeranthera canescens",4,"NA"
"WD25",1929,"Unknown Forb",1,"NA"
"WD25",1930,"Machaeranthera canescens",9,"NA"
"WD25",1931,"Ambrosia artemisiifolia",1,"NA"
"WD25",1931,"Annual grass","NA","t"
"WD25",1932,"Annual grass","NA","t"
"WD25",1932,"Panicum hirticaule",1,"NA"
"WD3",1920,"Ambrosia artemisiifolia",18,"NA"
"WD3",1923,"Ambrosia artemisiifolia",5,"NA"
"WD3",1923,"Aristida adscensionis","NA",0.01
"WD3",1923,"Solanum elaeagnifolium",2,"NA"
"WD3",1923,"Weed","NA",0.05
"WD3",1924,"Ambrosia artemisiifolia",6,"NA"
"WD3",1924,"Solanum elaeagnifolium",1,"NA"
"WD3",1924,"Sphaeralcea spp.",3,"NA"
"WD3",1927,"Ambrosia artemisiifolia",4,"NA"
"WD3",1927,"Aristida adscensionis","NA",0.02
"WD3",1927,"Bouteloua aristidoides","NA",0.02
"WD3",1927,"Solanum elaeagnifolium",2,"NA"
"WD3",1927,"Sphaeralcea spp.",1,"NA"
"WD3",1928,"Annuals","NA",0.1
"WD3",1929,"Aristida adscensionis","NA",0.03
"WD3",1929,"Bouteloua aristidoides","NA",0.03
"WD3",1930,"Sphaeralcea spp.",3,"NA"
"WD3",1931,"Annual grass","NA","t"
"WD3",1931,"Sphaeralcea spp.",2,"NA"
"WD3",1931,"Unknown",2,"NA"
"WD3",1932,"Annual grass","NA",0.01
"WD3",1932,"Panicum hirticaule",2,"NA"
"WD3",1932,"Solanum elaeagnifolium",1,"NA"
"WD5",1922,"Unknown",1,"NA"
"WD5",1923,"Annual grass","NA",0.05
"WD5",1923,"Panicum hirticaule","NA",0.05
"WD5",1924,"Sphaeralcea spp.",1,"NA"
"WD5",1927,"Aristida adscensionis","NA",0.1
"WD5",1927,"Bouteloua aristidoides","NA",0.1
"WD5",1927,"Sphaeralcea spp.",1,"NA"
"WD5",1928,"Annual grass","NA",0.06
"WD5",1929,"Aristida adscensionis","NA",0.05
"WD5",1929,"Boerhavia purpurascens",10,"NA"
"WD5",1929,"Bouteloua aristidoides","NA",0.05
"WD5",1931,"Bouteloua aristidoides","NA",0.04
"WD5",1931,"Sphaeralcea spp.",6,"NA"
"WD5",1932,"Annual grass","NA",0.03
"WD5",1932,"Boerhavia purpurascens",6,"NA"
"WD5",1932,"Unknown",7,"NA"
"WD7",1920,"Eriogonum wrightii",68,"NA"
"WD7",1920,"Sida spinosa",3,"NA"
"WD7",1922,"Boerhavia purpurascens",5,"NA"
"WD7",1922,"Eriogonum wrightii",4,"NA"
"WD7",1922,"Sphaeralcea spp.",10,"NA"
"WD7",1923,"Aristida adscensionis","NA",0.07
"WD7",1923,"Bouteloua aristidoides","NA",0.07
"WD7",1923,"Weed","NA",0.1
"WD7",1924,"Eriogonum wrightii",11,"NA"
"WD7",1924,"Sphaeralcea spp.",6,"NA"
"WD7",1924,"Weed",2,"NA"
"WD7",1926,"Ambrosia artemisiifolia",1,"NA"
"WD7",1926,"Bouteloua aristidoides",15,"NA"
"WD7",1926,"Sphaeralcea spp.",2,"NA"
"WD7",1927,"Ambrosia artemisiifolia",1,"NA"
"WD7",1927,"Aristida adscensionis","NA",0.02
"WD7",1927,"Bouteloua aristidoides","NA",0.02
"WD7",1927,"Eriogonum wrightii",1,"NA"
"WD7",1927,"Sphaeralcea spp.",2,"NA"
"WD9",1920,"Ambrosia artemisiifolia",20,"NA"
"WD9",1920,"Machaeranthera canescens",26,"NA"
"WD9",1920,"Unknown Forb",9,"NA"
"WD9",1921,"Ambrosia artemisiifolia",20,"NA"
"WD9",1922,"Unknown",6,"NA"
"WD9",1923,"Ambrosia artemisiifolia",10,"NA"
"WD9",1923,"Aristida adscensionis","NA",0.03
"WD9",1923,"Bouteloua aristidoides","NA",0.03
"WD9",1923,"Solanum elaeagnifolium",1,"NA"
"WD9",1924,"Ambrosia artemisiifolia",6,"NA"
"WD9",1924,"Eriogonum wrightii",1,"NA"
"WD9",1924,"Solanum elaeagnifolium",1,"NA"
"WD9",1924,"Sphaeralcea spp.",1,"NA"
"WD9",1924,"Unknown Forb",6,"NA"
"WD9",1926,"Ambrosia artemisiifolia",4,"NA"
"WD9",1926,"Aristida adscensionis",130,"NA"
"WD9",1926,"Bouteloua aristidoides",30,"NA"
"WD9",1926,"Machaeranthera canescens",1,"NA"
"WD9",1926,"Solanum elaeagnifolium",1,"NA"
"WD9",1927,"Ambrosia artemisiifolia",4,"NA"
"WD9",1927,"Solanum elaeagnifolium",2,"NA"
"WD9",1927,"Sphaeralcea spp.",1,"NA"
"WD9",1928,"Annual grass","NA","t"
"WD9",1929,"Aristida adscensionis","NA",0.01
"WD9",1929,"Bouteloua aristidoides","NA",0.01
"WD9",1929,"Solanum elaeagnifolium",2,"NA"
"WD9",1930,"Solanum elaeagnifolium",1,"NA"
"WD9",1931,"Ambrosia artemisiifolia",1,"NA"
"WD9",1931,"Solanum elaeagnifolium",2,"NA"
"WD9",1931,"Sphaeralcea spp.",1,"NA"
"WD9",1931,"Unknown",1,"NA"
"WD9",1932,"Euphorbia spp.",1,"NA"
"WD9",1932,"Solanum elaeagnifolium",1,"NA"
"WD9",1932,"Sphaeralcea spp.",1,"NA"
